***begin of header***
date&time [local time];date&time [UTC];longitude [°];lattitude [°];height [m];PM10 [ug/m3];PM4 [ug/m3];PM2.5 [ug/m3];PM1 [ug/m3];0,25 µm;0,28 µm;0,30 µm;0,35 µm;0,40 µm;0,45 µm;0,50 µm;0,58 µm;0,65 µm;0,70 µm;0,80 µm;1,00 µm;1,30 µm;1,60 µm;2,00 µm;2,50 µm;3,00 µm;3,50 µm;4,00 µm;5,00 µm;6,50 µm;7,50 µm;8,50 µm;10,00 µm;12,50 µm;15,00 µm;17,50 µm;20,00 µm;25,00 µm;30,00 µm;32,00 µm;Temp. [°C]; humidity [%rH]; pressure [hPa];serial-No;software-version
***end of header***

2020-08-17 00:02:10;2020-08-16 22:02:04;E10,906860;N48,358303;H490,0;11,3;10,5;9,9;9,1;44498;31670;22742;14376;3797;1321;902;207;67;93;57;14;60;24;25;15;3;3;2;1;1;0;0;0;0;0;0;0;0;0;0;22,9;0,0;950,8;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 00:07:10;2020-08-16 22:07:04;E10,906860;N48,358303;H490,0;11,2;9,7;9,1;8,2;40415;28248;19938;12467;3363;1096;731;221;67;69;56;13;58;32;29;14;3;3;5;0;0;0;0;1;0;0;0;0;0;0;0;22,7;0,0;950,8;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 00:12:10;2020-08-16 22:12:04;E10,906860;N48,358303;H490,0;9,7;9,1;8,5;7,6;37556;25841;18381;11432;2965;951;719;185;61;71;49;16;58;17;31;17;4;3;2;2;0;0;0;0;0;0;0;0;0;0;0;22,7;0,0;950,8;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 00:17:10;2020-08-16 22:17:05;E10,906860;N48,358303;H490,0;8,9;8,3;7,8;7,0;34605;24150;17099;10405;2766;895;641;186;61;63;43;13;62;22;27;11;5;2;2;0;1;0;0;0;0;0;0;0;0;0;0;22,9;0,0;950,8;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 00:22:10;2020-08-16 22:22:05;E10,906860;N48,358303;H490,0;9,8;8,1;7,5;6,7;33177;23111;15956;9798;2600;859;570;165;50;57;51;16;67;24;20;12;5;2;3;2;0;0;1;0;1;0;0;0;0;0;0;22,9;0,0;950,8;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 00:27:11;2020-08-16 22:27:05;E10,906860;N48,358303;H490,0;8,2;7,8;7,4;6,7;33255;23333;15930;9609;2533;788;545;167;50;56;42;13;55;22;30;8;3;1;2;1;0;0;0;0;0;0;0;0;0;0;0;22,9;0,0;950,8;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 00:32:11;2020-08-16 22:32:06;E10,906860;N48,358303;H490,0;9,5;7,8;7,3;6,6;32823;22549;15854;9489;2491;837;535;149;50;59;34;9;48;31;21;14;4;2;2;0;1;0;0;1;0;0;0;0;0;0;0;22,9;0,0;950,8;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 00:37:11;2020-08-16 22:37:06;E10,906860;N48,358303;H490,0;7,9;7,4;7,0;6,3;31682;21721;14919;9012;2330;708;550;145;60;59;43;12;57;19;19;8;4;1;3;1;0;0;0;0;0;0;0;0;0;0;0;23,1;0,0;950,8;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 00:42:11;2020-08-16 22:42:06;E10,906860;N48,358303;H490,0;8,0;6,5;5,9;5,3;26288;17876;12307;7233;1920;689;490;152;54;59;60;6;45;19;22;11;2;3;3;2;0;0;1;0;0;1;0;0;0;0;0;23,1;0,0;950,8;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 00:47:11;2020-08-16 22:47:06;E10,906860;N48,358303;H490,0;5,8;5,2;4,8;4,3;21520;14669;9984;5948;1604;492;397;103;32;41;36;14;37;16;17;6;3;1;3;0;1;0;0;0;0;0;0;0;0;0;0;22,9;0,0;950,8;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 00:52:11;2020-08-16 22:52:07;E10,906860;N48,358303;H490,0;5,3;4,4;4,1;3,7;18404;12439;8465;4884;1336;392;315;120;35;40;25;5;30;26;12;7;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;23,1;0,0;950,8;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 00:57:11;2020-08-16 22:57:07;E10,906860;N48,358303;H490,0;5,0;4,4;4,1;3,6;17931;12444;8215;4921;1370;421;364;101;28;45;27;8;33;23;14;7;3;1;2;0;1;0;0;0;0;0;0;0;0;0;0;23,1;0,0;950,8;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 01:02:11;2020-08-16 23:02:07;E10,906860;N48,358303;H490,0;5,4;4,5;4,2;3,7;18716;12879;8320;5089;1383;445;343;117;38;39;30;14;31;19;15;6;1;2;1;1;0;1;0;0;0;0;0;0;0;0;0;23,1;0,0;950,8;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 01:07:11;2020-08-16 23:07:07;E10,906860;N48,358303;H490,0;5,6;5,0;4,6;4,0;19983;13591;9101;5369;1465;505;363;123;42;45;43;7;38;22;19;9;2;1;3;0;1;0;0;0;0;0;0;0;0;0;0;23,1;0,0;950,8;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 01:12:11;2020-08-16 23:12:08;E10,906860;N48,358303;H490,0;5,4;4,9;4,4;3,9;19143;13162;8740;5235;1441;475;409;121;40;56;31;12;32;7;21;14;3;2;3;1;0;0;0;0;0;0;0;0;0;0;0;23,3;0,0;950,8;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 01:17:11;2020-08-16 23:17:08;E10,906860;N48,358303;H490,0;6,1;4,7;4,3;3,8;18888;12897;8557;5206;1414;423;366;104;37;35;53;6;36;12;20;9;3;2;1;1;0;0;0;1;0;0;0;0;0;0;0;23,1;0,0;950,8;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 01:22:11;2020-08-16 23:22:08;E10,906860;N48,358303;H490,0;5,0;4,7;4,3;3,7;18658;12557;8525;5005;1368;438;329;104;47;42;47;8;36;11;17;15;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;22,9;0,0;950,8;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 01:27:11;2020-08-16 23:27:09;E10,906860;N48,358303;H490,0;5,5;4,7;4,3;3,8;18837;12807;8268;4943;1317;438;345;128;51;45;51;11;29;9;18;10;4;0;3;0;0;1;0;0;0;0;0;0;0;0;0;22,9;0,0;950,8;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 01:32:11;2020-08-16 23:32:09;E10,906860;N48,358303;H490,0;5,3;4,9;4,5;3,9;19462;13211;8786;5174;1474;465;345;107;28;62;41;7;30;18;19;12;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;22,9;0,0;950,8;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 01:37:11;2020-08-16 23:37:09;E10,906860;N48,358303;H490,0;6,6;5,1;4,6;4,1;20506;14193;9412;5511;1453;439;354;107;54;45;33;6;33;10;22;9;3;2;1;1;1;0;1;0;0;0;0;0;0;0;0;22,9;0,0;950,8;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 01:42:11;2020-08-16 23:42:09;E10,906860;N48,358303;H490,0;6,6;5,5;5,0;4,4;22017;15050;10225;5976;1639;474;395;97;42;44;47;7;43;17;15;14;5;1;3;1;0;1;0;0;0;0;0;0;0;0;0;23,1;0,0;949,0;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 01:47:11;2020-08-16 23:47:10;E10,906860;N48,358303;H490,0;7,2;6,4;5,9;5,2;26072;17439;11607;6759;1822;584;413;147;45;38;51;13;55;20;23;12;2;2;3;1;1;0;0;0;0;0;0;0;0;0;0;22,7;0,0;949,0;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 01:52:11;2020-08-16 23:52:10;E10,906860;N48,358303;H490,0;8,7;7,1;6,4;5,7;28440;19120;12941;7730;2184;685;539;149;41;54;47;6;45;18;26;14;5;2;5;1;0;0;0;1;0;0;0;0;0;0;0;22,3;0,0;949,0;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 01:57:11;2020-08-16 23:57:10;E10,906860;N48,358303;H490,0;8,7;7,2;6,6;5,9;29704;20136;13474;8223;2256;690;528;152;50;63;40;4;39;12;26;17;2;1;3;1;1;1;0;0;1;0;0;0;0;0;0;22,1;0,0;949,0;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 02:02:12;2020-08-17 00:02:11;E10,906860;N48,358303;H490,0;8,3;7,5;6,9;6,2;30994;21008;14345;8688;2256;746;570;165;60;59;42;7;48;13;29;12;4;3;2;1;1;0;0;0;0;0;0;0;0;0;0;22,1;0,0;949,0;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 02:07:12;2020-08-17 00:07:11;E10,906860;N48,358303;H490,0;8,1;7,5;7,0;6,3;31718;21680;14874;8764;2304;768;594;149;49;72;63;11;46;18;21;13;2;1;3;2;0;0;0;0;0;0;0;0;0;0;0;22,1;0,0;949,0;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 02:12:12;2020-08-17 00:12:11;E10,906860;N48,358303;H490,0;8,2;7,5;7,0;6,4;32020;21653;15113;9117;2463;747;547;129;60;49;39;9;41;15;19;11;4;5;2;0;1;0;0;0;0;0;0;0;0;0;0;22,3;0,0;949,0;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 02:17:12;2020-08-17 00:17:11;E10,906860;N48,358303;H490,0;7,7;7,4;7,0;6,2;31392;21704;14880;8905;2344;683;541;139;47;52;36;9;40;29;21;12;3;1;3;0;0;0;0;0;0;0;0;0;0;0;0;22,1;0,0;949,0;@@@SRISS;SW V7-0 (2020-04-06)
2020-08-17 02:22:12;2020-08-17 00:22:12;E10,906860;N48,358303;H490,0;8,0;7,4;6,8;6,1;30382;20706;14422;8590;2248;722;513;151;45;53;39;10;48;21;24;17;4;2;2;2;0;0;0;0;0;0;0;0;0;0;0;22,1;0,0;949,0;@@@SRISS;SW V7-0 (2020-04-06)
