
***begin of header***
date&time [local time];type;PM10 [ug/m3];PM4 [ug/m3];PM2.5 [ug/m3];PM1 [ug/m3];CalPM10;CalPM4;CalPM2.5;CalPM1;T-fact;T-out [°C];T-aerosol[°C];rH [%];status;date&time [UTC];longitude;lattitude;height [m];serial-no;time-resolution;software-version;cell-no;last calibration [local time]
2020-08-17 03:10:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;22,6;30,7;33,3;800,0;2020-08-17 01:09:58;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 03:15:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;22,5;30,7;33,0;800,0;2020-08-17 01:13:58;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 03:20:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;22,4;30,6;33,0;800,0;2020-08-17 01:17:58;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 03:25:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;22,0;30,5;32,7;800,0;2020-08-17 01:21:58;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 03:30:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;22,0;30,4;32,9;800,0;2020-08-17 01:29:59;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 03:35:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;21,8;30,3;33,1;800,0;2020-08-17 01:33:59;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 03:40:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;21,9;30,2;33,3;800,0;2020-08-17 01:37:59;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 03:45:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;22,0;30,1;33,4;800,0;2020-08-17 01:41:59;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 03:50:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;22,2;30,0;33,4;800,0;2020-08-17 01:49:59;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 03:55:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;22,3;30,0;33,4;800,0;2020-08-17 01:54:00;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 04:00:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;22,2;30,9;32,1;800,0;2020-08-17 01:58:00;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 04:05:00;measure;3,9;3,9;2,6;2,5;1,1;1,2;1,2;1,2;1,0;22,5;30,5;32,6;800,0;2020-08-17 02:02:00;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 04:10:00;measure;2,1;2,0;1,6;1,6;1,1;1,2;1,2;1,2;1,0;22,7;30,5;32,4;800,0;2020-08-17 02:06:00;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 04:15:00;measure;2,6;2,6;2,0;1,8;1,1;1,2;1,2;1,2;1,0;22,2;30,5;32,2;800,0;2020-08-17 02:14:00;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 04:20:00;measure;2,5;2,5;1,7;1,7;1,1;1,2;1,2;1,2;1,0;22,0;30,4;32,3;800,0;2020-08-17 02:18:00;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 04:25:00;measure;2,8;2,5;1,6;1,6;1,1;1,2;1,2;1,2;1,0;22,1;30,2;32,4;800,0;2020-08-17 02:22:01;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 04:30:00;measure;2,1;2,1;1,3;1,1;1,1;1,2;1,2;1,2;1,0;21,9;30,1;32,6;800,0;2020-08-17 02:26:01;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 04:35:00;measure;2,1;1,6;0,6;0,6;1,1;1,2;1,2;1,2;1,0;21,5;30,0;32,8;800,0;2020-08-17 02:34:01;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 04:40:00;measure;1,4;1,3;0,9;0,9;1,1;1,2;1,2;1,2;1,0;21,7;29,8;33,0;800,0;2020-08-17 02:38:01;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 04:45:00;measure;0,8;0,8;0,4;0,4;1,1;1,2;1,2;1,2;1,0;21,6;29,7;33,2;800,0;2020-08-17 02:42:01;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 04:50:00;measure;0,1;0,1;0,0;0,0;1,1;1,2;1,2;1,2;1,0;21,2;29,6;33,4;800,0;2020-08-17 02:46:02;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 04:55:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;21,2;29,5;33,5;800,0;2020-08-17 02:54:02;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 05:00:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;21,2;29,3;33,7;800,0;2020-08-17 02:58:02;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 05:05:00;measure;0,1;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;21,4;29,2;33,9;800,0;2020-08-17 03:02:02;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 05:10:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;21,3;29,2;34,0;800,0;2020-08-17 03:06:02;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 05:15:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;21,1;29,1;34,1;800,0;2020-08-17 03:14:03;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 05:20:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;20,9;29,0;34,3;800,0;2020-08-17 03:18:03;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 05:25:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;20,8;28,9;34,4;800,0;2020-08-17 03:22:03;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 05:30:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;20,8;28,8;34,6;800,0;2020-08-17 03:26:03;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 05:35:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;20,7;28,7;34,8;800,0;2020-08-17 03:34:03;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 05:40:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;20,8;28,6;35,0;800,0;2020-08-17 03:38:03;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 05:45:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;20,9;28,6;35,0;800,0;2020-08-17 03:42:04;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 05:50:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;20,8;28,5;35,0;800,0;2020-08-17 03:46:04;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 05:55:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;21,0;28,5;35,1;800,0;2020-08-17 03:54:04;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 06:00:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;21,0;28,5;35,2;800,0;2020-08-17 03:58:04;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 06:05:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;21,1;29,3;34,1;800,0;2020-08-17 04:02:04;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 06:10:00;measure;3,2;2,5;2,0;1,8;1,1;1,2;1,2;1,2;1,0;21,0;28,9;34,5;800,0;2020-08-17 04:06:04;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 06:15:00;measure;1,8;1,8;1,5;1,5;1,1;1,2;1,2;1,2;1,0;20,9;28,8;34,6;800,0;2020-08-17 04:14:05;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 06:20:00;measure;1,9;1,9;1,0;1,0;1,1;1,2;1,2;1,2;1,0;21,0;28,7;34,7;800,0;2020-08-17 04:18:05;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 06:25:00;measure;0,8;0,8;0,7;0,7;1,1;1,2;1,2;1,2;1,0;20,7;28,6;34,8;800,0;2020-08-17 04:22:05;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 06:30:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;21,0;28,6;34,8;800,0;2020-08-17 04:26:05;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 06:35:00;measure;0,6;0,6;0,6;0,5;1,1;1,2;1,2;1,2;1,0;21,0;28,6;34,9;800,0;2020-08-17 04:34:06;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 06:40:00;measure;0,2;0,2;0,2;0,2;1,1;1,2;1,2;1,2;1,0;20,9;28,5;34,8;800,0;2020-08-17 04:38:06;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 06:45:00;measure;0,9;0,9;0,1;0,1;1,1;1,2;1,2;1,2;1,0;20,9;28,5;34,8;800,0;2020-08-17 04:42:06;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 06:50:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;21,0;28,5;34,8;800,0;2020-08-17 04:46:06;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 06:55:00;measure;0,2;0,2;0,2;0,2;1,1;1,2;1,2;1,2;1,0;21,2;28,5;34,8;800,0;2020-08-17 04:54:06;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 07:00:00;measure;1,0;1,0;0,5;0,5;1,1;1,2;1,2;1,2;1,0;21,1;28,6;34,7;800,0;2020-08-17 04:58:07;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 07:05:00;measure;0,0;0,0;0,0;0,0;1,1;1,2;1,2;1,2;1,0;21,2;28,6;34,8;800,0;2020-08-17 05:02:07;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 07:10:00;measure;0,7;0,7;0,4;0,4;1,1;1,2;1,2;1,2;1,0;21,3;28,6;34,7;800,1;2020-08-17 05:06:07;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 07:15:00;measure;0,6;0,6;0,1;0,1;1,1;1,2;1,2;1,2;1,0;21,4;28,7;34,5;800,0;2020-08-17 05:14:07;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 07:20:00;measure;1,3;1,3;0,5;0,5;1,1;1,2;1,2;1,2;1,0;21,7;28,9;34,5;800,0;2020-08-17 05:18:07;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 07:25:00;measure;1,1;1,1;0,9;0,8;1,1;1,2;1,2;1,2;1,0;21,2;28,9;34,0;800,0;2020-08-17 05:22:07;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 07:30:00;measure;0,9;0,9;0,6;0,6;1,1;1,2;1,2;1,2;1,0;21,5;29,0;34,0;800,0;2020-08-17 05:26:08;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 07:35:00;measure;1,7;1,7;1,1;1,1;1,1;1,2;1,2;1,2;1,0;21,5;29,1;34,1;800,0;2020-08-17 05:34:08;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 07:40:00;measure;1,6;1,6;1,4;1,4;1,1;1,2;1,2;1,2;1,0;21,6;29,1;34,1;800,0;2020-08-17 05:38:08;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 07:45:00;measure;2,1;2,1;2,1;2,0;1,1;1,2;1,2;1,2;1,0;21,3;29,2;34,0;800,0;2020-08-17 05:42:08;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 07:50:00;measure;2,3;2,3;2,3;2,1;1,1;1,2;1,2;1,2;1,0;21,5;29,2;34,0;800,0;2020-08-17 05:46:08;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 07:55:00;measure;5,2;5,2;4,4;4,4;1,1;1,2;1,2;1,2;1,0;21,5;29,2;34,0;800,0;2020-08-17 05:54:08;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 08:00:00;measure;2,9;2,9;2,5;2,5;1,1;1,2;1,2;1,2;1,0;21,6;29,2;34,1;800,0;2020-08-17 05:58:08;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 08:05:00;measure;2,4;2,4;2,0;2,0;1,1;1,2;1,2;1,2;1,0;21,6;29,3;34,1;800,0;2020-08-17 06:02:09;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 08:10:00;measure;3,2;3,0;2,5;2,5;1,1;1,2;1,2;1,2;1,0;21,5;29,2;34,0;800,0;2020-08-17 06:06:09;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 08:15:00;measure;2,4;2,4;2,4;2,4;1,1;1,2;1,2;1,2;1,0;21,7;29,3;33,8;800,0;2020-08-17 06:14:09;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 08:20:00;measure;2,3;2,3;2,1;2,0;1,1;1,2;1,2;1,2;1,0;21,4;29,3;33,7;800,0;2020-08-17 06:18:09;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 08:25:00;measure;2,8;2,6;1,8;1,8;1,1;1,2;1,2;1,2;1,0;21,4;29,3;33,7;800,0;2020-08-17 06:22:09;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
2020-08-17 08:30:00;measure;2,5;2,5;2,1;2,1;1,1;1,2;1,2;1,2;1,0;21,7;29,2;33,7;800,0;2020-08-17 06:26:09;E10,907475;N48,308163;H533,6;SN17023;300;SW V8-8 (2020-05-06);1;2020-08-11 23:31
