***begin of header***
date&time [local time];serial-no;type;PM10 [ug/m3];PM2.5 [ug/m3];PM1 [ug/m3];0,35 [um];0,46 [um];0,66 [um];1,0 [um];1,3 [um];1,7 [um];2,3 [um];3,0 [um];4,0 [um];5,2 [um];6,5 [um];8,0 [um];10 [um];12 [um];14 [um];16 [um];18 [um];20 [um];22 [um];25 [um];28 [um];31 [um];34 [um];37 [um];serial-OPC;T-out [°C];T-aerosol [°C];rH [%];date&time [UTC];longitude [°];latitude [°];height [m];time-resolution [s];software-version;last calibration [local time];configuration version
***end of header***
2020-08-17 00:00:06;SN19052;measure;8,33;6,83;6,44;31742,1;1658,0;300,4;66,1;78,1;56,1;46,1;20,0;20,0;6,0;2,0;2,0;4,0;0,0;0,0;2,0;0,0;2,0;2,0;0,0;0,0;0,0;0,0;0,0;177890618;22,9;33,8;37,4;2020-08-16 22:00:06;E10,945118;N48,346270;492,400;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:05:06;SN19052;measure;7,10;6,34;6,05;28621,5;1439,3;287,5;64,5;66,5;35,2;37,2;9,8;9,8;3,9;2,0;2,0;0,0;2,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;177890618;23,1;33,7;36,4;2020-08-16 22:05:06;E10,945117;N48,346272;492,300;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:10:06;SN19052;measure;7,46;6,02;5,65;25910,5;1436,0;226,1;79,2;83,1;42,5;48,3;13,5;11,6;5,8;9,7;1,9;0,0;1,9;0,0;0,0;1,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177890618;23,4;33,6;36,1;2020-08-16 22:10:06;E10,945115;N48,346272;492,300;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:15:06;SN19052;measure;6,87;5,79;5,46;24519,5;1302,9;251,7;67,3;50,0;44,2;40,4;15,4;7,7;7,7;0,0;5,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177890618;23,7;33,5;35,6;2020-08-16 22:15:06;E10,945108;N48,346278;492,100;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:20:06;SN19052;measure;6,67;5,68;5,42;24161,1;1230,7;243,4;61,3;55,4;57,4;17,8;9,9;11,9;5,9;5,9;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177890618;23,8;33,5;35,4;2020-08-16 22:20:06;E10,945107;N48,346278;491,700;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:25:06;SN19052;measure;7,08;5,64;5,27;23239,9;1079,3;258,3;64,1;70,1;54,1;36,0;20,0;14,0;0,0;4,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177890618;23,9;33,5;35,1;2020-08-16 22:25:06;E10,945108;N48,346282;491,400;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:30:06;SN19052;measure;6,32;5,32;4,98;21790,8;1026,7;191,6;54,8;72,4;43,0;41,1;11,7;9,8;7,8;2,0;2,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177890618;24,1;33,6;34,8;2020-08-16 22:30:06;E10,945110;N48,346282;491,000;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:35:06;SN19052;measure;5,74;4,85;4,52;19756,4;908,4;189,7;51,9;51,9;49,9;41,9;10,0;6,0;8,0;0,0;4,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177890618;24,1;33,6;34,4;2020-08-16 22:35:06;E10,945110;N48,346283;490,600;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:40:06;SN19052;measure;5,85;4,92;4,57;19558,1;912,6;231,7;56,4;74,5;48,4;28,2;22,2;14,1;4,0;0,0;2,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177890618;24,4;33,7;33,7;2020-08-16 22:40:06;E10,945112;N48,346283;490,400;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
