***begin of header***
date&time [local time];serial-no;type;PM10 [ug/m3];PM2,5 [ug/m3];PM1 [ug/m3];0,35 [um];0,46 [um];0,66 [um];1,0 [um];1,3 [um];1,7 [um];2,3 [um];3,0 [um];4,0 [um];5,2 [um];6,5 [um];8,0 [um];10 [um];12 [um];14 [um];16 [um];18 [um];20 [um];22 [um];25 [um];28 [um];31 [um];34 [um];37 [um];serial-OPC;T-out [°C];T-aerosol [°C];rH [%];date&time [UTC];longitude [°];latitude [°];height [m];time-resolution [s];software-version;last calibration [local time];configuration version
***end of header***

2019-07-07 06:10:51;SN19011;measure;1,80;1,25;0,68;376;33;9;9;7;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:10:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:11:51;SN19011;measure;1,80;1,34;0,60;407;30;7;2;3;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:11:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:12:51;SN19011;measure;1,52;1,34;0,67;408;26;13;3;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,2;2019-07-07 04:12:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:13:51;SN19011;measure;1,14;0,94;0,58;371;33;13;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,2;2019-07-07 04:13:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:14:51;SN19011;measure;0,97;0,91;0,59;402;26;7;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:14:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:15:51;SN19011;measure;1,29;1,03;0,51;344;26;10;3;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:15:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:16:51;SN19011;measure;1,55;1,01;0,57;425;10;12;4;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:16:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:17:51;SN19011;measure;3,87;1,19;0,54;357;18;8;4;4;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,2;2019-07-07 04:17:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:18:51;SN19011;measure;0,97;0,91;0,60;383;25;11;5;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:18:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:19:51;SN19011;measure;2,45;1,04;0,57;354;31;8;3;1;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:19:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:20:51;SN19011;measure;2,23;1,32;0,63;384;31;11;1;4;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:20:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:21:51;SN19011;measure;1,99;1,22;0,58;364;23;9;4;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:21:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:22:51;SN19011;measure;1,25;1,13;0,61;374;24;9;3;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:22:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:23:51;SN19011;measure;1,19;1,01;0,59;374;27;12;2;6;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,2;2019-07-07 04:23:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:24:51;SN19011;measure;1,34;1,13;0,64;387;26;15;6;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:24:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:25:51;SN19011;measure;1,72;1,03;0,54;355;19;14;1;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:25:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:26:51;SN19011;measure;1,35;1,11;0,63;434;21;12;3;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:26:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:27:51;SN19011;measure;0,97;0,91;0,56;380;25;5;5;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:27:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:28:51;SN19011;measure;1,17;1,07;0,60;393;20;10;7;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:28:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:29:51;SN19011;measure;1,07;0,99;0,57;373;31;6;1;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:29:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:30:51;SN19011;measure;0,96;0,80;0,56;393;24;16;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:30:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:31:51;SN19011;measure;1,36;1,22;0,61;367;26;14;4;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:31:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:32:51;SN19011;measure;0,81;0,79;0,56;344;30;9;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:32:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:33:51;SN19011;measure;1,03;0,97;0,62;407;28;7;6;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:33:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:34:51;SN19011;measure;0,81;0,79;0,57;388;28;9;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:34:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:35:51;SN19011;measure;0,98;0,82;0,56;368;31;10;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:35:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:36:51;SN19011;measure;0,96;0,90;0,55;365;14;12;3;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:36:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:37:51;SN19011;measure;1,09;0,89;0,52;354;23;11;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:37:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:38:51;SN19011;measure;1,00;0,93;0,57;373;21;9;4;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:38:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:39:51;SN19011;measure;1,63;1,31;0,60;394;19;9;4;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,2;2019-07-07 04:39:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:40:51;SN19011;measure;1,48;1,20;0,63;393;26;9;5;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:40:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:41:51;SN19011;measure;4,38;1,19;0,64;412;29;7;3;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:41:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:42:51;SN19011;measure;1,47;1,23;0,65;378;26;12;2;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:42:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:43:51;SN19011;measure;4,09;1,11;0,56;343;20;12;2;2;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:43:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:44:51;SN19011;measure;0,67;0,66;0,53;353;21;12;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:44:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:45:51;SN19011;measure;1,48;1,17;0,57;372;32;9;1;3;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:45:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:46:51;SN19011;measure;0,83;0,79;0,54;339;22;9;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:46:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:47:51;SN19011;measure;3,63;1,18;0,60;392;21;9;4;8;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,2;2019-07-07 04:47:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:48:51;SN19011;measure;2,39;0,96;0,55;361;22;15;2;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:48:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:49:51;SN19011;measure;1,50;1,27;0,59;365;19;13;2;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,2;2019-07-07 04:49:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:50:51;SN19011;measure;1,26;1,01;0,51;358;16;7;1;5;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,4;2019-07-07 04:50:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:51:51;SN19011;measure;0,97;0,81;0,53;368;17;12;3;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:51:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:52:51;SN19011;measure;2,03;1,54;0,65;358;23;12;7;4;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,2;2019-07-07 04:52:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:53:51;SN19011;measure;1,47;1,32;0,67;362;18;14;8;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:53:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:54:51;SN19011;measure;0,77;0,75;0,55;341;28;8;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:54:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:55:51;SN19011;measure;1,58;0,90;0,51;355;25;5;2;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:55:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:56:51;SN19011;measure;1,43;1,23;0,59;344;27;8;4;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:56:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:57:51;SN19011;measure;1,52;1,21;0,63;371;29;16;4;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:57:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:58:51;SN19011;measure;1,15;1,05;0,58;347;23;10;4;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:58:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 06:59:51;SN19011;measure;1,36;1,23;0,64;387;32;6;4;9;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 04:59:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:00:51;SN19011;measure;1,04;0,97;0,60;364;19;11;6;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 05:00:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:01:51;SN19011;measure;1,38;1,04;0,60;392;25;10;3;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 05:01:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:02:51;SN19011;measure;1,02;0,93;0,55;351;21;5;4;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 05:02:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:03:51;SN19011;measure;1,51;1,14;0,60;337;26;15;5;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 05:03:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:04:51;SN19011;measure;1,96;1,46;0,64;370;34;9;4;3;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 05:04:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:05:51;SN19011;measure;0,98;0,90;0,60;377;24;11;6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 05:05:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:06:51;SN19011;measure;1,66;1,33;0,59;341;25;9;7;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 05:06:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:07:51;SN19011;measure;1,13;0,90;0,50;348;19;5;3;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 05:07:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:08:51;SN19011;measure;1,55;1,17;0,62;360;29;14;2;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 05:08:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:09:51;SN19011;measure;1,20;1,07;0,60;355;27;8;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 05:09:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:10:51;SN19011;measure;1,22;1,11;0,64;373;23;12;2;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 05:10:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:11:51;SN19011;measure;1,24;1,02;0,61;347;26;10;4;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,2;2019-07-07 05:11:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:12:51;SN19011;measure;1,15;0,94;0,56;368;14;9;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 05:12:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:13:51;SN19011;measure;3,02;1,27;0,63;356;25;16;3;2;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,2;2019-07-07 05:13:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:14:51;SN19011;measure;1,36;1,10;0,63;381;27;10;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,2;2019-07-07 05:14:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:15:51;SN19011;measure;1,57;1,26;0,63;368;20;9;4;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,2;2019-07-07 05:15:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:16:51;SN19011;measure;0,84;0,82;0,60;359;24;7;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 05:16:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:17:51;SN19011;measure;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;65,5;65,5;100,0;2019-07-07 05:17:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:18:51;SN19011;measure;2,04;0,74;0,49;330;20;6;3;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 05:18:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:19:51;SN19011;measure;1,86;1,19;0,57;350;36;8;1;3;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 05:19:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:20:51;SN19011;measure;1,97;1,39;0,71;409;20;15;8;8;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,2;2019-07-07 05:20:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:21:51;SN19011;measure;1,31;1,19;0,61;338;31;7;3;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 05:21:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:22:51;SN19011;measure;0,92;0,84;0,55;347;20;11;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 05:22:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:23:51;SN19011;measure;1,13;1,06;0,68;369;35;13;5;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 05:23:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:24:51;SN19011;measure;0,96;0,91;0,62;364;21;12;8;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,2;2019-07-07 05:24:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:25:51;SN19011;measure;2,32;1,12;0,56;357;20;10;4;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,2;2019-07-07 05:25:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:26:51;SN19011;measure;0,84;0,79;0,56;363;28;11;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 05:26:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:27:51;SN19011;measure;1,07;0,98;0,59;372;25;10;6;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,2;2019-07-07 05:27:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:28:51;SN19011;measure;1,79;1,44;0,61;376;25;10;5;6;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 05:28:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:29:51;SN19011;measure;0,83;0,81;0,59;370;28;8;8;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,2;2019-07-07 05:29:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:30:51;SN19011;measure;2,08;1,32;0,59;359;19;12;4;6;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 05:30:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:31:51;SN19011;measure;0,83;0,78;0,56;381;24;13;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 05:31:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:32:51;SN19011;measure;1,04;0,84;0,48;346;23;6;2;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 05:32:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:33:51;SN19011;measure;2,01;1,27;0,61;366;32;16;1;5;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,3;2019-07-07 05:33:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
2019-07-07 07:34:51;SN19011;measure;1,16;1,06;0,56;362;22;7;3;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;177340907;30,3;30,3;22,2;2019-07-07 05:34:51;E10,896997;N48,335743;H587;60;SW V3-1 (2019-07-03);2019-06-11 14:16:04;original set-up
