***begin of header***
date&time [local time];serial-no;type;PM10 [ug/m3];PM2.5 [ug/m3];PM1 [ug/m3];0,35 [um];0,46 [um];0,66 [um];1,0 [um];1,3 [um];1,7 [um];2,3 [um];3,0 [um];4,0 [um];5,2 [um];6,5 [um];8,0 [um];10 [um];12 [um];14 [um];16 [um];18 [um];20 [um];22 [um];25 [um];28 [um];31 [um];34 [um];37 [um];serial-OPC;T-out [°C];T-aerosol [°C];rH [%];date&time [UTC];longitude [°];latitude [°];height [m];time-resolution [s];software-version;last calibration [local time];configuration version
***end of header***
2020-08-17 00:00:06;SN19060;measure;5,92;5,30;5,02;22970,8;1793,0;241,2;64,3;40,2;56,3;24,1;8,0;16,1;0,0;0,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177890620;23,0;32,9;36,7;2020-08-16 22:00:06;E10,906957;N48,357928;493,600;60;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:01:06;SN19060;measure;5,49;5,15;4,92;22471,3;1680,6;229,5;65,6;65,6;49,2;16,4;0,0;16,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177890620;22,9;32,8;36,6;2020-08-16 22:01:06;E10,906985;N48,357930;493,900;60;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:02:06;SN19060;measure;7,34;4,87;4,57;20754,4;1428,9;263,4;63,9;71,8;31,9;31,9;8,0;23,9;0,0;0,0;23,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177890620;23,0;32,8;36,4;2020-08-16 22:02:06;E10,906983;N48,357910;492,100;60;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:03:06;SN19060;measure;7,17;4,77;4,45;20192,0;1322,5;196,8;31,5;55,1;47,2;39,4;15,7;7,9;7,9;7,9;15,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177890620;23,0;32,8;36,2;2020-08-16 22:03:06;E10,906960;N48,357878;492,100;60;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:04:06;SN19060;measure;6,12;4,65;4,29;19254,2;1406,6;234,4;54,7;39,1;31,3;54,7;15,6;7,8;0,0;7,8;7,8;0,0;0,0;7,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177890620;23,1;32,8;36,0;2020-08-16 22:04:06;E10,906978;N48,357872;493,500;60;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:05:06;SN19060;measure;5,29;4,53;4,28;19215,7;1279,0;187,2;31,2;78,0;46,8;23,4;7,8;7,8;0,0;7,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177890620;23,1;32,8;36,0;2020-08-16 22:05:06;E10,906962;N48,357885;494,900;60;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:06:06;SN19060;measure;5,66;4,72;4,47;20060,4;1357,3;258,5;40,4;56,6;72,7;16,2;8,1;0,0;0,0;0,0;8,1;0,0;8,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177890620;23,1;32,8;35,9;2020-08-16 22:06:06;E10,906985;N48,357902;494,800;60;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:07:06;SN19060;measure;5,70;4,61;4,26;18902,5;1299,8;182,3;63,4;71,3;47,6;39,6;23,8;0,0;0,0;0,0;7,9;0,0;7,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177890620;23,2;32,8;35,7;2020-08-16 22:07:06;E10,906972;N48,357893;496,000;60;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:08:06;SN19060;measure;6,13;4,58;4,27;18898,4;1238,0;180,2;31,3;54,8;39,2;31,3;31,3;0,0;31,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177890620;23,3;32,8;35,6;2020-08-16 22:08:06;E10,906968;N48,357880;497,300;60;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
