***begin of header***
date&time [local time];serial-no;type;PM10 [ug/m3];PM2.5 [ug/m3];PM1 [ug/m3];0,35 [um];0,46 [um];0,66 [um];1,0 [um];1,3 [um];1,7 [um];2,3 [um];3,0 [um];4,0 [um];5,2 [um];6,5 [um];8,0 [um];10 [um];12 [um];14 [um];16 [um];18 [um];20 [um];22 [um];25 [um];28 [um];31 [um];34 [um];37 [um];serial-OPC;T-out [°C];T-aerosol [°C];rH [%];date&time [UTC];longitude [°];latitude [°];height [m];time-resolution [s];software-version;last calibration [local time];configuration version
***end of header***
2020-08-16 00:00:06;SN19003;measure;0,09;0,09;0,09;418,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340616;22,8;30,1;43,1;2020-08-15 22:00:06;E10,902361;N48,356472;500,0;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-16 00:05:06;SN19003;measure;0,12;0,12;0,12;562,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340616;22,8;30,0;43,3;2020-08-15 22:05:06;E10,902361;N48,356472;500,0;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-16 00:10:06;SN19003;measure;0,11;0,11;0,11;549,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340616;22,7;29,9;43,6;2020-08-15 22:10:06;E10,902361;N48,356472;500,0;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-16 00:15:06;SN19003;measure;0,11;0,11;0,11;549,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340616;22,6;29,9;43,8;2020-08-15 22:15:06;E10,902361;N48,356472;500,0;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-16 00:20:06;SN19003;measure;0,08;0,08;0,08;379,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340616;22,6;29,8;44,1;2020-08-15 22:20:06;E10,902361;N48,356472;500,0;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-16 00:25:06;SN19003;measure;0,12;0,12;0,12;601,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340616;22,5;29,7;44,3;2020-08-15 22:25:06;E10,902361;N48,356472;500,0;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-16 00:30:06;SN19003;measure;0,13;0,13;0,13;614,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340616;22,5;29,6;44,4;2020-08-15 22:30:06;E10,902361;N48,356472;500,0;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-16 00:35:06;SN19003;measure;0,11;0,11;0,11;523,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340616;22,3;29,5;44,7;2020-08-15 22:35:06;E10,902361;N48,356472;500,0;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-16 00:40:06;SN19003;measure;0,11;0,11;0,11;536,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340616;22,2;29,4;44,8;2020-08-15 22:40:06;E10,902361;N48,356472;500,0;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-16 00:45:06;SN19003;measure;0,11;0,11;0,11;549,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340616;22,2;29,3;45,1;2020-08-15 22:45:06;E10,902361;N48,356472;500,0;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-16 00:50:06;SN19003;measure;0,14;0,14;0,14;680,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340616;22,3;29,3;45,3;2020-08-15 22:50:06;E10,902361;N48,356472;500,0;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
