***begin of header***
date&time [local time];serial-no;type;PM10 [ug/m3];PM2.5 [ug/m3];PM1 [ug/m3];0,35 [um];0,46 [um];0,66 [um];1,0 [um];1,3 [um];1,7 [um];2,3 [um];3,0 [um];4,0 [um];5,2 [um];6,5 [um];8,0 [um];10 [um];12 [um];14 [um];16 [um];18 [um];20 [um];22 [um];25 [um];28 [um];31 [um];34 [um];37 [um];serial-OPC;T-out [°C];T-aerosol [°C];rH [%];date&time [UTC];longitude [°];latitude [°];height [m];time-resolution [s];software-version;last calibration [local time];configuration version
***end of header***
2020-08-17 00:00:06;SN19011;measure;9,54;8,61;8,26;37018,7;2887,6;553,8;118,7;62,2;50,9;45,2;0,0;11,3;0,0;0,0;0,0;5,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340907;23,2;33,8;34,5;2020-08-16 22:00:06;E10,897880;N48,366650;529,100;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:05:06;SN19011;measure;8,17;7,37;6,91;30413,0;2644,6;280,1;100,9;100,9;50,4;61,6;11,2;11,2;0,0;0,0;5,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340907;23,3;33,5;34,3;2020-08-16 22:05:06;E10,897928;N48,366622;526,800;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:10:06;SN19011;measure;8,31;7,16;6,79;29441,8;1943,4;353,3;102,6;108,3;68,4;39,9;0,0;5,7;5,7;11,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,7;0,0;177340907;23,4;33,2;33,8;2020-08-16 22:10:06;E10,897925;N48,366625;526,400;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:15:06;SN19011;measure;7,71;6,83;6,43;27580,2;2144,1;373,6;103,5;46,0;63,2;46,0;11,5;5,7;5,7;5,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340907;23,4;33,1;33,6;2020-08-16 22:15:06;E10,897912;N48,366630;526,100;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:20:06;SN19011;measure;8,82;6,65;6,37;27244,2;1907,5;411,6;69,6;46,4;58,0;17,4;17,4;5,8;17,4;5,8;0,0;5,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340907;23,3;33,0;33,3;2020-08-16 22:20:06;E10,897888;N48,366633;526,600;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:25:06;SN19011;measure;7,63;6,85;6,45;27464,2;2091,6;341,9;102,6;102,6;28,5;57,0;5,7;11,4;11,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340907;23,2;32,9;33,2;2020-08-16 22:25:06;E10,897785;N48,366553;544,200;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:30:06;SN19011;measure;7,37;6,71;6,31;26818,9;2006,1;276,9;62,2;96,1;67,8;33,9;17,0;11,3;5,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340907;23,4;32,8;33,3;2020-08-16 22:30:06;E10,897708;N48,366575;545,000;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:35:06;SN19011;measure;7,58;6,06;5,77;24581,9;1709,0;269,0;100,9;56,0;39,2;33,6;5,6;5,6;11,2;5,6;5,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340907;23,2;32,7;33,4;2020-08-16 22:35:06;E10,897720;N48,366560;543,400;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:40:06;SN19011;measure;5,03;4,91;4,64;19625,8;1466,9;226,1;98,6;81,2;23,2;29,0;11,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340907;23,2;32,7;33,0;2020-08-16 22:40:06;E10,897852;N48,366523;524,500;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
