***begin of header***
date&time [local time];date&time [UTC];longitude [°];lattitude [°];height [m];PM10 [ug/m3];PM4 [ug/m3];PM2.5 [ug/m3];PM1 [ug/m3];0,25 µm;0,28 µm;0,30 µm;0,35 µm;0,40 µm;0,45 µm;0,50 µm;0,58 µm;0,65 µm;0,70 µm;0,80 µm;1,00 µm;1,30 µm;1,60 µm;2,00 µm;2,50 µm;3,00 µm;3,50 µm;4,00 µm;5,00 µm;6,50 µm;7,50 µm;8,50 µm;10,00 µm;12,50 µm;15,00 µm;17,50 µm;20,00 µm;25,00 µm;30,00 µm;32,00 µm;Temp. [°C]; humidity [%rH]; pressure [hPa];serial-No;software-version
***end of header***

2020-08-16 00:02:35;2020-08-15 22:02:33;E10,906950;N48,357915;H493,4;15,9;15,0;14,5;13,4;67106;45256;31836;20649;5497;1216;1166;312;99;110;90;54;22;47;40;16;2;2;3;0;0;1;0;0;0;0;0;0;0;0;0;19,4;85,4;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 00:07:35;2020-08-15 22:07:33;E10,906927;N48,357932;H493,2;15,2;14,8;14,3;13,3;66262;44622;31528;20447;5562;1328;1098;278;96;121;78;70;38;36;33;17;3;1;2;1;0;0;0;0;0;0;0;0;0;0;0;19,2;85,2;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 00:12:35;2020-08-15 22:12:34;E10,906853;N48,357902;H493,1;14,9;14,6;14,2;13,3;66134;45008;31541;20451;5641;1262;1166;295;107;129;78;76;29;29;33;17;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;19,2;85,5;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 00:17:35;2020-08-15 22:17:34;E10,906873;N48,357907;H493,7;15,3;14,8;14,4;13,6;67793;46203;32676;21432;5673;1256;1145;282;81;105;63;61;27;31;30;14;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;19,0;85,9;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 00:22:35;2020-08-15 22:22:34;E10,906888;N48,357925;H494,7;14,9;14,6;14,3;13,6;68023;45711;32370;21320;5699;1332;1191;313;83;109;89;59;28;30;21;9;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;19,0;86,7;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 00:27:35;2020-08-15 22:27:34;E10,906895;N48,357942;H495,2;15,1;14,5;14,2;13,4;66630;45170;32161;21145;5698;1246;1175;268;93;105;63;84;29;29;27;14;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;19,0;86,7;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 00:32:35;2020-08-15 22:32:34;E10,906908;N48,357965;H496,6;16,1;14,8;14,3;13,5;66889;45985;32767;21469;5853;1292;1120;285;78;102;70;64;33;32;28;14;4;2;1;1;0;0;1;0;0;0;0;0;1;0;0;19,2;86,3;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 00:37:35;2020-08-15 22:37:34;E10,906925;N48,357865;H492,7;15,6;15,3;14,9;13,9;68749;47421;33770;22775;6140;1407;1221;299;110;100;79;56;32;31;35;20;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;19,4;85,0;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 00:42:35;2020-08-15 22:42:34;E10,906937;N48,357965;H488,7;15,6;15,3;15,0;14,1;69361;47856;34666;23166;6285;1453;1202;270;99;118;87;67;32;34;29;16;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;19,4;84,6;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 00:47:35;2020-08-15 22:47:34;E10,906917;N48,358005;H481,5;15,9;15,3;14,9;14,0;68584;47456;34446;23435;6244;1436;1268;283;96;96;84;59;29;41;34;14;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;19,2;85,5;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 00:52:35;2020-08-15 22:52:34;E10,906907;N48,358032;H481,8;15,6;15,1;14,6;13,7;66664;46815;34053;23363;6489;1468;1220;323;96;97;67;59;36;31;37;17;3;1;2;1;0;0;0;0;0;0;0;0;0;0;0;19,2;85,7;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 00:57:35;2020-08-15 22:57:34;E10,906962;N48,358010;H482,6;15,8;15,1;14,7;13,9;67583;46636;34822;23778;6525;1470;1342;311;103;107;71;72;33;29;30;17;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;19,2;85,7;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 01:02:35;2020-08-15 23:02:34;E10,907040;N48,358067;H519,5;15,2;14,8;14,5;13,7;66318;46592;34395;23400;6448;1434;1304;325;110;124;76;66;22;25;31;14;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;19,0;86,1;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 01:07:35;2020-08-15 23:07:34;E10,907037;N48,358053;H522,3;15,5;15,2;14,8;13,9;67605;47611;34780;24025;6657;1509;1374;304;84;107;76;51;26;40;28;13;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;18,8;86,7;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 01:12:36;2020-08-15 23:12:35;E10,907030;N48,358043;H522,2;15,7;15,4;15,0;14,2;69098;48289;35511;24342;6816;1519;1443;320;87;113;78;53;43;25;27;14;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;18,6;87,7;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 01:17:36;2020-08-15 23:17:35;E10,907032;N48,358033;H521,9;15,9;15,6;15,2;14,4;69956;48901;36582;25106;7052;1663;1398;313;94;131;75;64;30;29;25;13;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;18,8;87,5;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 01:22:36;2020-08-15 23:22:35;E10,906848;N48,358215;H500,5;16,0;15,5;15,2;14,6;70380;49797;37072;25925;7150;1652;1473;336;85;110;72;59;31;27;23;8;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;19,0;86,9;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 01:27:36;2020-08-15 23:27:35;E10,906843;N48,358142;H497,9;16,7;16,4;16,0;15,1;72425;51892;39109;27593;7838;1781;1521;337;104;114;79;63;27;32;33;14;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;18,8;87,1;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 01:32:36;2020-08-15 23:32:35;E10,906922;N48,358038;H496,1;16,7;16,4;16,0;15,1;72151;51721;39424;27893;7625;1838;1563;302;99;119;97;55;33;37;30;15;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;18,8;87,5;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 01:37:36;2020-08-15 23:37:35;E10,906942;N48,358013;H495,2;16,8;16,2;15,7;14,9;71007;51056;38582;27573;7714;1852;1542;333;96;95;87;67;26;34;28;13;3;1;2;2;0;0;0;0;0;0;0;0;0;0;0;18,8;87,3;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 01:42:36;2020-08-15 23:42:35;E10,906963;N48,358005;H494,3;17,5;16,6;16,2;15,1;71645;51449;39135;28301;8066;1861;1644;331;103;105;80;66;29;36;47;17;2;1;0;1;0;1;0;0;0;0;0;0;0;0;0;18,8;87,9;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 01:47:36;2020-08-15 23:47:35;E10,906992;N48,357942;H492,3;16,5;16,3;16,0;15,1;70871;52032;40040;29046;8165;1930;1766;353;90;119;79;69;39;40;28;11;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;18,6;88,1;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 01:52:36;2020-08-15 23:52:35;E10,906990;N48,357970;H493,1;17,2;16,6;16,2;15,4;72360;52433;40390;29271;8410;2030;1716;325;89;96;83;68;32;30;30;11;2;1;2;0;1;0;0;0;0;0;0;0;0;0;0;18,6;88,3;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 01:57:36;2020-08-15 23:57:35;E10,906852;N48,358045;H492,5;16,8;16,5;16,1;15,4;72120;52355;40388;29612;8556;2043;1701;335;115;99;81;64;31;24;31;11;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;18,4;88,7;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 02:02:36;2020-08-16 00:02:35;E10,907100;N48,357913;H494,5;17,1;16,8;16,4;15,5;72592;52490;41454;30178;8644;2017;1796;338;110;105;76;71;25;33;37;13;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;18,4;89,1;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 02:07:36;2020-08-16 00:07:35;E10,907070;N48,357932;H494,9;16,7;16,2;15,8;15,0;69884;51361;39651;29064;8322;1999;1720;356;108;91;90;61;28;22;31;18;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;18,6;88,7;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 02:12:37;2020-08-16 00:12:35;E10,906973;N48,357938;H480,6;16,7;16,1;15,7;14,7;68824;50455;39289;28585;8146;1984;1734;320;105;117;70;57;18;28;41;18;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0;18,4;88,5;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 02:17:37;2020-08-16 00:17:35;E10,906987;N48,357927;H485,2;17,0;16,1;15,6;14,7;68746;50236;39436;28524;8146;1966;1760;296;97;114;65;54;26;30;38;16;1;2;1;1;0;1;0;0;0;1;0;0;0;0;0;18,2;89,1;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 02:22:37;2020-08-16 00:22:36;E10,906955;N48,357940;H481,3;16,1;15,9;15,5;14,7;68729;50864;39215;28597;8191;1868;1675;360;105;114;71;56;21;27;33;15;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;18,2;89,6;NA;7H180002;SW V7-0 (2020-04-06)
2020-08-16 02:27:37;2020-08-16 00:27:36;E10,907137;N48,357868;H479,1;16,9;16,4;16,0;15,2;70779;51590;40421;29312;8554;2000;1769;377;102;112;70;78;32;27;28;14;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;18,2;90,4;NA;7H180002;SW V7-0 (2020-04-06)
