***begin of header***
date&time [local time];date&time [UTC];longitude [°];lattitude [°];height [m];PM10 [ug/m3];PM4 [ug/m3];PM2.5 [ug/m3];PM1 [ug/m3];0,25 µm;0,28 µm;0,30 µm;0,35 µm;0,40 µm;0,45 µm;0,50 µm;0,58 µm;0,65 µm;0,70 µm;0,80 µm;1,00 µm;1,30 µm;1,60 µm;2,00 µm;2,50 µm;3,00 µm;3,50 µm;4,00 µm;5,00 µm;6,50 µm;7,50 µm;8,50 µm;10,00 µm;12,50 µm;15,00 µm;17,50 µm;20,00 µm;25,00 µm;30,00 µm;32,00 µm;Temp. [°C]; humidity [%rH]; pressure [hPa];serial-No;software-version
***end of header***

2020-08-16 00:02:56;2020-08-15 22:02:36;E10,899806;N48,374250;H500,0;20,5;18,5;17,7;16,7;84363;64509;43165;22263;5252;1348;1115;277;115;127;105;69;30;36;32;14;6;7;4;1;1;0;1;0;0;0;0;0;0;0;0;19,0;86,9;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 00:07:56;2020-08-15 22:07:36;E10,899806;N48,374250;H500,0;18,8;17,1;16,2;15,0;75305;56629;38754;20906;5222;1196;1050;243;105;118;105;79;32;37;36;23;7;5;4;3;0;1;0;0;0;0;0;0;0;0;0;19,0;87,7;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 00:12:56;2020-08-15 22:12:37;E10,899806;N48,374250;H500,0;16,6;14,6;14,0;13,1;65790;47374;32982;19145;4700;1053;927;223;97;94;88;64;28;36;29;12;6;2;4;1;1;0;0;1;0;0;0;0;0;0;0;18,8;88,1;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 00:17:56;2020-08-15 22:17:37;E10,899806;N48,374250;H500,0;14,5;14,0;13,4;12,7;63533;45142;31861;18921;4683;1163;1064;226;107;100;82;57;25;34;20;10;4;2;4;1;0;0;0;0;0;0;0;0;0;0;0;18,8;88,7;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 00:22:56;2020-08-15 22:22:38;E10,899806;N48,374250;H500,0;14,9;13,8;13,2;12,4;61727;44252;31318;18959;4769;1182;1108;230;83;85;94;60;25;32;27;12;3;3;3;1;0;1;0;0;0;0;0;0;0;0;0;18,6;89,3;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 00:27:56;2020-08-15 22:27:38;E10,899806;N48,374250;H500,0;14,6;13,6;13,1;12,3;61204;43486;30770;19078;4942;1205;1098;207;104;101;85;57;26;29;23;13;3;2;4;0;0;1;0;0;0;0;0;0;0;0;0;18,6;89,5;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 00:32:56;2020-08-15 22:32:39;E10,899806;N48,374250;H500,0;15,2;13,7;13,1;12,3;60897;43170;30356;18903;4791;1104;1052;261;89;110;83;56;28;29;31;13;3;3;2;2;0;0;1;0;0;0;0;0;0;0;0;18,6;89,6;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 00:37:56;2020-08-15 22:37:39;E10,899806;N48,374250;H500,0;14,8;14,2;13,6;12,8;63596;44812;31826;20063;5049;1236;1095;215;90;87;80;55;24;35;22;15;2;3;3;2;0;0;0;0;0;0;0;0;0;0;0;18,4;90,2;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 00:42:56;2020-08-15 22:42:40;E10,899806;N48,374250;H500,0;15,3;14,3;13,7;12,9;63883;44782;31919;20445;5319;1301;1028;235;73;91;72;60;27;30;27;13;5;2;4;1;1;0;0;0;0;0;0;0;0;0;0;18,4;90,4;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 00:47:56;2020-08-15 22:47:40;E10,899806;N48,374250;H500,0;15,5;14,4;13,8;13,0;64197;45619;32259;20778;5322;1296;1149;231;85;95;74;69;25;38;26;12;3;3;3;1;0;1;0;0;0;0;0;0;0;0;0;18,4;90,6;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 00:52:56;2020-08-15 22:52:41;E10,899806;N48,374250;H500,0;16,2;14,3;13,7;13,0;64366;45335;32602;21013;5307;1299;1165;239;96;81;64;54;25;24;25;13;3;2;3;1;1;0;0;1;0;0;0;0;0;0;0;18,4;91,2;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 00:57:56;2020-08-15 22:57:41;E10,899806;N48,374250;H500,0;14,2;13,9;13,5;12,7;63312;44653;31595;20297;5234;1239;1077;203;78;64;70;60;22;25;29;11;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;18,4;90,2;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 01:02:56;2020-08-15 23:02:41;E10,899806;N48,374250;H500,0;16,0;14,2;13,8;13,1;64727;45747;32744;21326;5350;1291;1164;225;76;83;80;53;13;40;19;12;1;3;1;1;0;1;1;0;0;0;0;0;0;0;0;18,2;90,6;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 01:07:56;2020-08-15 23:07:42;E10,899806;N48,374250;H500,0;14,8;14,3;13,7;12,9;63591;45018;32260;20763;5440;1309;1141;234;70;92;68;76;27;33;22;15;6;2;3;1;0;0;0;0;0;0;0;0;0;0;0;18,2;90,6;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 01:12:56;2020-08-15 23:12:42;E10,899806;N48,374250;H500,0;15,0;14,3;13,9;13,0;64167;45243;32850;21489;5539;1383;1094;226;87;94;86;52;43;35;24;13;2;2;1;1;1;0;0;0;0;0;0;0;0;0;0;18,2;90,8;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 01:17:56;2020-08-15 23:17:43;E10,899806;N48,374250;H500,0;15,2;14,4;13,9;13,2;64711;45842;32947;21785;5696;1409;1177;199;93;92;64;73;20;30;28;11;4;0;3;0;0;1;0;0;0;0;0;0;0;0;0;18,2;91,4;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 01:22:56;2020-08-15 23:22:43;E10,899806;N48,374250;H500,0;16,0;14,7;14,3;13,8;67193;48508;35411;23462;6062;1535;1304;214;80;90;77;54;19;16;17;10;3;2;2;1;0;0;1;0;0;0;0;0;0;0;0;18,2;91,8;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 01:27:56;2020-08-15 23:27:44;E10,899806;N48,374250;H500,0;15,8;15,0;14,5;13,8;67817;47995;34998;23228;6116;1485;1310;224;114;98;61;48;28;23;22;13;4;2;2;0;0;1;0;0;0;0;0;0;0;0;0;18,0;91,8;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 01:32:56;2020-08-15 23:32:44;E10,899806;N48,374250;H500,0;16,5;15,7;15,1;14,3;69378;49916;37055;24392;6560;1629;1322;224;85;101;80;53;34;28;31;15;3;2;2;1;1;0;0;0;0;0;0;0;0;0;0;18,0;92,2;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 01:37:57;2020-08-15 23:37:45;E10,899806;N48,374250;H500,0;16,9;15,2;14,7;14,0;67880;49468;36128;24099;6450;1507;1286;263;91;89;65;71;26;31;18;11;2;2;4;2;0;0;0;1;0;0;0;0;0;0;0;18,0;92,6;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 01:42:57;2020-08-15 23:42:45;E10,899806;N48,374250;H500,0;16,1;15,2;14,8;14,1;68686;50112;36415;24718;6509;1670;1361;204;77;86;75;51;18;29;22;9;4;1;3;0;0;1;0;0;0;0;0;0;0;0;0;18,0;92,4;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 01:47:57;2020-08-15 23:47:45;E10,899806;N48,374250;H500,0;16,5;15,6;15,0;14,3;68727;50594;37443;25434;6666;1580;1355;246;81;106;72;53;30;37;21;13;3;4;0;2;1;0;0;0;0;0;0;0;0;0;0;18,0;92,6;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 01:52:57;2020-08-15 23:52:46;E10,899806;N48,374250;H500,0;16,7;15,5;14,9;14,1;67992;50036;37078;24966;6713;1569;1413;246;75;78;61;49;36;29;29;12;4;1;5;1;0;1;0;0;0;0;0;0;0;0;0;17,8;92,4;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 01:57:57;2020-08-15 23:57:46;E10,899806;N48,374250;H500,0;17,8;16,2;15,5;14,5;70105;51915;38134;25497;6853;1655;1411;236;87;106;68;57;23;22;37;17;5;3;3;2;0;0;1;0;0;0;0;0;0;0;0;17,8;93,0;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 02:02:57;2020-08-16 00:02:47;E10,899806;N48,374250;H500,0;16,7;16,0;15,5;14,9;71917;52858;38727;26463;6995;1762;1431;252;86;99;81;49;27;23;20;9;3;3;3;0;1;0;0;0;0;0;0;0;0;0;0;17,8;93,0;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 02:07:57;2020-08-16 00:07:47;E10,899806;N48,374250;H500,0;17,0;16,3;15,8;14,9;71899;53466;39582;26404;7177;1796;1454;256;82;86;84;58;22;29;30;12;3;4;2;2;0;0;0;0;0;0;0;0;0;0;0;17,8;93,4;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 02:12:57;2020-08-16 00:12:48;E10,899806;N48,374250;H500,0;17,6;16,1;15,6;14,8;71617;52583;38937;26447;6889;1746;1370;215;84;95;75;61;20;33;22;10;5;1;5;0;0;0;1;0;1;0;0;0;0;0;0;17,8;93,4;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 02:17:57;2020-08-16 00:17:48;E10,899806;N48,374250;H500,0;16,5;15,7;15,3;14,5;69955;52024;38207;25978;6950;1715;1400;199;76;111;68;56;16;27;24;14;2;3;1;1;1;0;0;0;0;0;0;0;0;0;0;17,6;93,2;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 02:22:57;2020-08-16 00:22:49;E10,899806;N48,374250;H500,0;16,4;16,0;15,5;14,8;71066;52751;39443;26818;7012;1835;1415;265;86;95;80;42;26;26;27;11;3;1;2;1;0;0;0;0;0;0;0;0;0;0;0;17,6;93,4;NA;7H170026;SW V7-0 (2020-04-06)
2020-08-16 02:27:57;2020-08-16 00:27:49;E10,899806;N48,374250;H500,0;17,2;16,1;15,5;14,6;69986;52054;38844;26198;7046;1731;1537;271;91;85;73;59;29;32;31;13;4;2;3;1;0;1;0;0;0;0;0;0;0;0;0;17,6;93,6;NA;7H170026;SW V7-0 (2020-04-06)
