***begin of header***
date&time [local time];date&time [UTC];longitude [°];lattitude [°];height [m];PM10 [ug/m3];PM4 [ug/m3];PM2.5 [ug/m3];PM1 [ug/m3];0,25 µm;0,28 µm;0,30 µm;0,35 µm;0,40 µm;0,45 µm;0,50 µm;0,58 µm;0,65 µm;0,70 µm;0,80 µm;1,00 µm;1,30 µm;1,60 µm;2,00 µm;2,50 µm;3,00 µm;3,50 µm;4,00 µm;5,00 µm;6,50 µm;7,50 µm;8,50 µm;10,00 µm;12,50 µm;15,00 µm;17,50 µm;20,00 µm;25,00 µm;30,00 µm;32,00 µm;Temp. [°C]; humidity [%rH]; pressure [hPa];serial-No;software-version
2020-08-17 02:32:49;2020-08-17 00:32:44;E10,897505;N48,335868;H527,4;7,3;6,9;6,5;6,2;32480;19459;12634;6913;1967;457;472;101;53;54;43;29;10;10;13;8;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;20,9;70,3;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 02:37:49;2020-08-17 00:37:44;E10,897402;N48,335828;H530,0;8,1;7,2;6,9;6,3;33475;19868;13213;7177;1962;488;427;115;50;51;41;24;7;10;24;13;2;2;0;1;0;1;0;0;0;0;0;0;0;0;0;20,9;70,5;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 02:42:49;2020-08-17 00:42:44;E10,897470;N48,335838;H522,8;8,2;7,8;7,3;6,6;34584;20097;13207;7368;2084;490;474;133;41;55;56;36;14;16;29;16;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0;20,5;72,5;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 02:47:49;2020-08-17 00:47:44;E10,897282;N48,335765;H542,2;7,6;6,4;6,0;5,5;29395;17107;11033;5961;1644;418;411;96;33;51;40;29;12;11;16;8;4;1;2;1;0;0;1;0;0;0;0;0;0;0;0;20,4;72,3;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 02:52:50;2020-08-17 00:52:45;E10,897445;N48,335822;H535,4;7,8;6,2;5,5;5,0;26510;15431;10110;5446;1565;346;394;98;47;47;30;21;8;12;17;12;4;3;3;3;0;1;0;0;1;0;0;0;0;0;0;20,2;73,6;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 02:57:50;2020-08-17 00:57:45;E10,897277;N48,335825;H541,6;7,5;6,0;5,5;4,8;25298;14345;9616;5171;1437;344;362;104;42;69;33;29;18;14;29;13;3;1;4;1;0;0;0;1;0;0;0;0;0;0;0;20,0;74,2;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 03:02:50;2020-08-17 01:02:45;E10,897425;N48,335760;H532,4;7,0;6,1;5,4;4,7;25008;14193;9218;5105;1472;342;369;120;46;44;39;28;14;10;24;17;3;5;3;1;1;0;0;0;0;0;0;0;0;0;0;19,8;75,0;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 03:07:50;2020-08-17 01:07:45;E10,897185;N48,335708;H554,8;6,2;5,7;5,3;4,7;24886;14179;9422;5079;1486;337;399;105;55;44;44;43;12;14;20;14;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;19,6;76,2;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 03:12:50;2020-08-17 01:12:50;E10,897258;N48,335678;H537,9;6,6;5,7;5,3;4,8;25189;14229;9242;5212;1487;403;406;124;50;69;48;39;13;16;17;6;2;1;4;1;1;0;0;0;0;0;0;0;0;0;0;19,4;76,8;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 03:17:50;2020-08-17 01:17:45;E10,897380;N48,335657;H518,8;7,3;5,9;5,4;4,9;25507;14765;9624;5270;1593;368;429;110;43;56;52;32;11;15;21;11;3;1;3;1;1;1;0;0;0;0;0;0;0;0;0;19,2;77,1;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 03:22:50;2020-08-17 01:22:45;E10,897578;N48,335873;H501,3;7,2;5,8;5,4;5,0;26082;14987;9892;5451;1638;379;445;121;46;58;44;49;11;10;13;10;3;1;1;2;0;0;1;0;0;0;0;0;0;0;0;19,0;77,1;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 03:27:50;2020-08-17 01:27:45;E10,897522;N48,335913;H504,5;7,0;6,0;5,5;5,0;26050;14863;9574;5451;1631;412;402;105;51;61;49;37;14;8;23;10;3;2;2;1;0;1;0;0;0;0;0;0;0;0;0;19,0;77,1;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 03:32:50;2020-08-17 01:32:45;E10,897568;N48,335917;H492,1;6,5;5,9;5,6;5,1;26697;15199;10180;5520;1635;359;391;123;42;52;36;35;16;22;14;9;2;0;3;0;1;0;0;0;0;0;0;0;0;0;0;19,0;77,9;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 03:37:50;2020-08-17 01:37:45;E10,897445;N48,336185;H508,9;6,9;5,5;5,1;4,5;23678;13624;9140;4979;1453;328;355;92;46;48;40;34;15;15;23;11;3;2;0;2;0;0;1;0;0;1;0;0;0;0;0;19,0;76,4;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 03:42:50;2020-08-17 01:42:45;E10,893602;N48,337260;H499,6;6,0;5,6;5,1;4,4;22914;12854;8413;4779;1417;346;411;121;49;58;50;37;11;20;24;13;4;3;2;1;0;0;0;0;0;0;0;0;0;0;0;19,0;76,2;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 03:47:50;2020-08-17 01:47:45;E10,899682;N48,335487;H513,2;7,6;5,5;4,9;4,3;22265;12602;8323;4628;1254;317;407;99;50;55;39;29;13;18;29;11;3;2;4;1;0;1;0;1;0;0;1;0;1;0;0;19,0;76,0;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 03:52:50;2020-08-17 01:52:45;E10,902360;N48,334743;H500,7;5,9;5,2;4,8;4,2;21995;12276;8038;4554;1311;312;358;116;55;66;44;24;21;11;21;11;2;2;3;0;1;0;0;0;0;0;0;0;0;0;0;19,0;74,8;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 03:57:50;2020-08-17 01:57:45;E10,894052;N48,336712;H523,3;5,9;5,3;4,8;4,2;21737;12208;7835;4218;1324;313;357;125;41;56;50;34;16;17;23;13;4;2;2;2;0;0;0;0;0;0;0;0;0;0;0;19,2;74,2;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 04:02:50;2020-08-17 02:02:46;E10,888123;N48,337658;H511,4;5,7;4,9;4,6;4,1;21449;11937;7692;4243;1271;319;371;140;48;52;51;30;13;14;18;7;2;3;1;0;0;1;0;0;0;0;0;0;0;0;0;19,2;74,0;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 04:07:50;2020-08-17 02:07:46;E10,896278;N48,336407;H515,3;5,1;4,9;4,6;4,0;21142;11734;7789;4216;1230;348;353;115;45;68;31;40;8;18;18;12;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;19,2;74,0;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 04:12:51;2020-08-17 02:12:46;E10,898440;N48,336057;H514,8;5,7;5,1;4,7;4,1;21265;12000;7568;3993;1239;312;353;112;56;71;59;38;13;13;22;12;4;2;1;2;0;0;0;0;0;0;0;0;0;0;0;19,2;74,4;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 04:17:51;2020-08-17 02:17:46;E10,914785;N48,333025;H513,1;5,2;4,8;4,5;3,9;20685;11294;7227;3904;1179;296;337;121;52;51;45;30;7;18;24;8;1;2;2;1;0;0;0;0;0;0;0;0;0;0;0;19,0;74,6;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 04:22:51;2020-08-17 02:22:46;E10,904033;N48,334957;H507,4;6,0;4,7;4,4;3,9;20460;11350;7094;3802;1125;269;343;100;40;56;38;31;10;18;20;7;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;19,0;74,2;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 04:27:51;2020-08-17 02:27:46;E10,896477;N48,336078;H499,2;4,5;4,4;4,2;3,8;20093;11227;6955;3745;1132;293;320;98;45;62;41;32;13;13;14;3;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;19,0;74,2;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 04:32:51;2020-08-17 02:32:46;E10,896477;N48,336078;H499,2;4,7;4,5;4,3;3,8;20275;11066;6894;3525;1042;294;345;96;34;41;40;34;12;17;13;9;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;19,0;74,4;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 04:37:51;2020-08-17 02:37:46;E10,897338;N48,335873;H513,4;5,2;4,7;4,4;3,9;20416;10915;6703;3539;1028;297;330;126;34;58;49;30;10;20;18;8;3;2;1;0;1;0;0;0;0;0;0;0;0;0;0;19,0;74,6;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 04:42:51;2020-08-17 02:42:46;E10,897488;N48,335817;H513,4;5,4;4,6;4,3;3,8;20158;10856;6666;3496;1046;265;383;114;32;75;41;38;17;18;15;9;1;1;2;0;0;1;0;0;0;1;0;0;0;0;0;18,8;75,2;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 04:47:51;2020-08-17 02:47:51;E10,897572;N48,336030;H513,4;5,1;4,7;4,3;3,7;19651;10622;6276;3496;1006;278;337;108;39;65;39;35;17;16;21;12;3;0;2;1;0;0;0;0;0;0;0;0;0;0;0;18,8;75,6;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 04:52:51;2020-08-17 02:52:46;E10,897220;N48,335795;H513,4;5,0;4,5;4,2;3,7;19819;10639;6463;3343;1041;266;323;128;42;48;42;41;12;13;19;8;2;2;0;0;1;0;0;0;0;0;0;0;0;0;0;18,8;76,2;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 04:57:51;2020-08-17 02:57:46;E10,897343;N48,335813;H513,4;5,8;4,6;4,3;3,8;19934;10542;6300;3364;968;267;336;106;45;54;58;35;16;14;18;11;1;2;1;1;0;0;1;0;0;0;0;0;0;0;0;18,6;76,6;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 05:02:51;2020-08-17 03:02:51;E10,896447;N48,335420;H499,2;5,1;4,6;4,3;3,8;20020;10523;6302;3242;1077;260;331;108;40;59;49;37;14;20;20;11;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;18,6;76,8;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 05:07:51;2020-08-17 03:07:46;E10,896477;N48,336078;H499,2;4,5;4,3;4,1;3,7;19698;10440;6145;3295;961;270;319;110;48;49;44;28;12;14;14;6;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;18,6;77,0;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 05:12:51;2020-08-17 03:12:46;E10,896477;N48,336078;H499,2;5,1;4,6;4,2;3,7;19662;10198;6034;3276;965;272;316;121;45;55;34;31;10;18;18;11;2;1;2;0;1;0;0;0;0;0;0;0;0;0;0;18,4;77,5;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 05:17:51;2020-08-17 03:17:47;E10,896477;N48,336078;H499,2;4,9;4,6;4,3;3,6;19231;10396;6102;3086;950;244;333;98;43;49;42;34;15;17;22;15;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;18,4;78,1;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 05:22:52;2020-08-17 03:22:52;E10,896477;N48,336078;H499,2;6,0;4,2;3,9;3,5;18628;10025;5981;2999;935;219;297;96;31;57;36;31;8;14;15;6;2;2;0;1;0;1;0;1;0;0;0;0;0;0;0;18,2;78,5;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 05:27:52;2020-08-17 03:27:52;E10,896477;N48,336078;H499,2;4,2;4,1;3,9;3,5;18388;9684;5843;3037;895;253;305;117;33;44;47;38;11;12;13;9;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;18,2;79,1;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 05:32:52;2020-08-17 03:32:52;E10,896477;N48,336078;H499,2;4,9;4,5;4,1;3,5;18518;9723;5787;2961;914;219;323;115;46;54;49;39;20;16;22;10;3;1;2;1;0;0;0;0;0;0;0;0;0;0;0;18,0;79,7;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 05:37:52;2020-08-17 03:37:52;E10,896477;N48,336078;H499,2;4,6;4,3;4,0;3,5;18302;9785;5657;2980;973;255;329;120;28;63;45;34;15;14;22;10;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;18,0;80,1;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 05:42:52;2020-08-17 03:42:52;E10,896477;N48,336078;H499,2;4,7;4,3;3,9;3,4;18129;9248;5531;2889;875;248;303;130;47;65;43;35;9;16;21;8;3;1;2;1;0;0;0;0;0;0;0;0;0;0;0;17,8;80,5;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 05:47:52;2020-08-17 03:47:52;E10,896477;N48,336078;H499,2;4,5;4,2;3,9;3,4;18094;9299;5515;2781;876;253;325;99;47;59;52;34;14;12;18;9;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;17,8;80,7;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 05:52:52;2020-08-17 03:52:52;E10,896477;N48,336078;H499,2;4,3;4,1;3,9;3,3;17587;9165;5436;2840;878;244;296;112;41;55;38;30;16;23;18;8;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;17,8;81,2;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 05:57:52;2020-08-17 03:57:52;E10,896477;N48,336078;H499,2;4,8;4,2;3,9;3,3;17767;9139;5341;2731;872;234;294;79;45;58;43;38;17;12;21;8;1;3;2;0;1;0;0;0;0;0;0;0;0;0;0;17,8;81,4;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 06:02:52;2020-08-17 04:02:52;E10,897255;N48,335920;H544,0;4,3;4,1;3,8;3,3;17457;9121;5477;2815;871;234;315;115;32;44;48;38;12;23;18;8;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;17,8;81,8;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 06:07:52;2020-08-17 04:07:52;E10,897190;N48,335835;H547,2;4,9;4,0;3,7;3,2;16976;8983;5281;2712;849;235;327;124;40;66;55;29;15;11;21;7;2;2;0;1;0;1;0;0;0;0;0;0;0;0;0;17,6;82,0;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 06:12:52;2020-08-17 04:12:52;E10,897112;N48,335777;H562,4;4,6;4,0;3,6;3,1;16455;8756;4950;2500;785;199;290;114;45;48;33;33;11;16;21;8;3;1;2;0;1;0;0;0;0;0;0;0;0;0;0;17,6;82,2;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 06:17:52;2020-08-17 04:17:52;E10,897302;N48,335775;H538,5;4,2;3,9;3,6;3,1;16154;8293;4847;2481;771;226;286;106;34;56;48;45;16;15;18;10;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;17,6;82,4;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 06:22:53;2020-08-17 04:22:52;E10,897487;N48,335830;H523,0;4,2;3,9;3,6;3,0;15883;8177;4866;2585;791;238;309;120;43;64;36;40;24;22;15;8;2;1;3;0;0;0;0;0;0;0;0;0;0;0;0;17,4;83,2;NA;7H180001;SW V7-0 (2020-04-06)
2020-08-17 06:27:53;2020-08-17 04:27:52;E10,897642
