***begin of header***
date&time [local time];serial-no;type;PM10 [ug/m3];PM2.5 [ug/m3];PM1 [ug/m3];0,35 [um];0,46 [um];0,66 [um];1,0 [um];1,3 [um];1,7 [um];2,3 [um];3,0 [um];4,0 [um];5,2 [um];6,5 [um];8,0 [um];10 [um];12 [um];14 [um];16 [um];18 [um];20 [um];22 [um];25 [um];28 [um];31 [um];34 [um];37 [um];serial-OPC;T-out [°C];T-aerosol [°C];rH [%];date&time [UTC];longitude [°];latitude [°];height [m];time-resolution [s];software-version;last calibration [local time];configuration version
***end of header***
2020-08-17 00:00:06;SN19004;measure;11,69;9,35;8,89;39257,0;1922,7;433,7;110,1;116,5;103,6;25,9;6,5;32,4;12,9;0,0;12,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340607;23,9;34,8;32,7;2020-08-16 22:00:06;E10,864655;N48,386225;472,500;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:05:06;SN19004;measure;10,23;9,11;8,78;38030,5;1879,6;438,2;88,9;108,0;44,5;25,4;19,1;6,4;6,4;0,0;6,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340607;24,0;34,5;32,2;2020-08-16 22:05:06;E10,864502;N48,385968;492,400;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:10:06;SN19004;measure;10,09;8,43;7,84;33614,6;1791,2;353,0;111,1;143,8;91,5;52,3;13,1;32,7;19,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340607;24,0;34,2;32,2;2020-08-16 22:10:06;E10,864463;N48,386153;549,100;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:15:06;SN19004;measure;9,15;6,77;6,32;26905,5;1385,8;261,5;65,4;78,4;65,4;39,2;19,6;26,1;6,5;6,5;0,0;6,5;0,0;0,0;6,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340607;23,9;34,1;31,7;2020-08-16 22:15:06;E10,864390;N48,386245;554,600;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:20:06;SN19004;measure;7,46;6,38;5,97;25014,9;1274,2;277,3;125,4;85,8;66,0;33,0;6,6;19,8;0,0;0,0;6,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340607;23,9;34,0;30,8;2020-08-16 22:20:06;E10,864587;N48,386218;528,500;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:25:06;SN19004;measure;6,41;5,75;5,34;22146,7;1013,2;248,4;85,0;91,5;71,9;26,1;19,6;19,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340607;24,0;33,9;30,3;2020-08-16 22:25:06;E10,864578;N48,386257;529,400;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:30:06;SN19004;measure;6,60;6,03;5,63;23277,4;1118,1;262,7;94,3;60,6;80,8;40,4;6,7;0,0;0,0;6,7;0,0;0,0;0,0;0,0;0,0;0,0;6,7;0,0;0,0;0,0;0,0;0,0;0,0;177340607;24,0;33,8;30,2;2020-08-16 22:30:06;E10,864343;N48,386322;532,800;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:35:06;SN19004;measure;8,42;6,72;6,14;25304,7;1333,6;249,2;154,9;114,5;60,6;53,9;40,4;0,0;6,7;13,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340607;23,9;33,7;30,2;2020-08-16 22:35:06;E10,864410;N48,386258;531,900;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
2020-08-17 00:40:06;SN19004;measure;7,85;6,01;5,60;23230,8;1115,7;277,3;105,6;66,0;33,0;26,4;39,6;19,8;0,0;13,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;177340607;23,8;33,7;30,3;2020-08-16 22:40:06;E10,864582;N48,386495;525,900;300;SW V1-11 (2020-06-17);2019-06-11 14:16:04;original set-up
